movie,sentence,score
카운트,첫 주연영화인데 너무 잘하셨습니다.재미와 감동!!잘 보았습니다^^,10
귀향,"나쁜새끼들은 다은생에 지옥고를 절때 못벋어나게 해주시고,피해자분들은 다음생에 행복하고 여유로운 삶을 살게되길 바랍니다.",10
극한직업,"지금까지 이런 스크립트는 없었다. 이것은 감칠맛 나는 말 맛의 축제인가, 단순히 희화화시키는 말장난에 불가한 것인가.",6
서치,새롭다 (((10자))),8
스마트폰을 떨어뜨렸을 뿐인데,연출좋고 연기력 좋고 시나리오 신박하고 재미있으면 괜찮은 작품 아닌가?재밋어요 시간 후딱감,9
카운트,진선규배우님과 다른 조연배우님들의 케미가 너무잘맞았던거 같고 스포츠 실화내용 이라서 그런지 감동적이었습니다^^,10
카운트,가볍게보러갔다가 감동받은영화,10
카운트,연기 잘하는 진정성이 있어서 보기 잘한듯!!!이런 영화 너무 조아요 진선규 배우 같은 배우가 진짜 배우,10
더 퍼스트 슬램덩크,Good            ,10
킬링 디어,더 랍스터는 괜찮았는데,2
이웃집에 신이 산다,명배우들의 시크한 연기... 암튼 유럽의 블랙코미디는 짱짱,10
TAR 타르,마사지샵가서 사람 고르는거 보고 토하는 모습 속에서 자신의 민낯을 본 것같은 느낌이 인상적이었습니다. 연기를 너무 잘하시네요..,10
서치 2,결혼 전 데이트 때 첫 영화로 본 서치1 너무 재밌게 봤었는데 결혼하고 이번에 아내랑 서치2 보러 갔다 왔어요 이번 편도 서로 재밌게 보고 나왔네요!,10
아바타: 물의 길,진짜 돈 아까울거 없고 강추할 정도로 재미있고 연출을 되게 잘 했음 연기도 그렇고 스토리도 진짜 잘 짠거 같아요 아바타 물의 길 또 볼수 있면 꼭 볼거 같아요 !,10
버즈 라이트이어,아이랑 정말 재밌게 보고 또 보고 있슴다. 흥행이 좀 더 되서 후속편까지 나왔으면 좋았을것을,10
서치 2,몰입갑이 최강 전편과는 접점이없는 진행,8
바다 탐험대 옥토넛 육지수호 대작전 : 열대우림을 지켜라!,와….리뷰 보고 예매할걸…. 어이가 없네요 다 봤던거라 황당했어요… ,1
더 메뉴,"요리를 음악, 영화, 미술, 기타 다른 영역으로 확대하게 되면 더 깊게 생각할 거리를 준다.",7
서치 2,"서치1도 재미있게 봤는데 2도 너무 재미있게 봤습니다.반전의 반전에 반전을 거듭한 영화였고, 여주인공 준 배우도 너무 연기 잘합니다.재밌습니다.",10
마루이 비디오,신선하고 몰입감이 높습니다,10
TAR 타르,이미 오스카 여주상에 케이트까지 박아놨다고 생각함,7
카운트,생각보다 잼씀추천!,10
영웅본색,재밌음,10
스마트폰을 떨어뜨렸을 뿐인데,소재좋고 스토리도 괜찮았다가 형사들 나오고 부터가 좀 .... 그래도 임시완 천우희 연기가 다 살렸다  ,10
앤트맨과 와스프: 퀀텀매니아,이미 멀티버스 이야기 된 이상 나락으로 갈 줄 알았다.,6
타이타닉,진짜 내 최고의 영화임 ㅠㅠ 이거 본 후로 디카프리오가 내 머릿속에서안나감,10
더 퍼스트 슬램덩크,ost가 나오는 순간 몸에 전율이.. 농구를 잘 모르는 사람인데도 보는내내 너무 재밌고 감동적이었네요,10
서치 2,예상하지 못하는 스토리와 연출이 대단하다.1보다 재밌게 관람했습니다.,10
교섭,"선교사 김한수씨는 여권엔 58.04.29일생, 황정민이 들고있던 피랍명단에는 64.02.11일생으로 나온다.",5
유령,그냥 &amp;#34;발충들&amp;#34; 꼭 봐라 ㅋㅋㅋ 박소담 발 보고싶으면 꼭 봐라 ㅋ 검정 페디큐어 빨간 페디큐어 ㅋㅋ ,6
교섭,아니 이 영화 욕하는사람들은 이유가 뭔가요? 전 모가디슈 보다 훨씬 재밌게 봤습니다. 결정을 내리는 하나하나 포인트마다 여러 의견들이 대립되고 공감되고 그와중에 현빈 황정민 연기력 지리구요. 무조건 보십쇼. 평점 6대 말도 안됩니다.,10
마루이 비디오,엄청 재미나게 몰입해서 봤어요  무섭다기보다 미스테리 느낌이 강한 년화입니다  새로운 영화  재미나요,10
마루이 비디오,엄청 재미나게 몰입해서 봤어요  무섭다기보다 미스테리 느낌이 강한 년화입니다  새로운 영화  재미나요,10
앤트맨과 와스프: 퀀텀매니아,생각보다 재미있네요 스타워즈인줄...ㅎ 전쟁씬 최고~,7
스마트폰을 떨어뜨렸을 뿐인데,이렇게 이상한 영화는 처음.. 그래도 배우들이 괜찮아서 시간 떼우기는 괜찮습니다 ㅋㅋ 절대 기대는 하지마세요?,6
교섭,스토리와 액션!  볼만함,10
다음 소희,영화보는  내내 자꾸 누군가가 떠올라 공감하며 분노하며 슬퍼했습니다. 많은 사람들이 이 영화를 많이 보고 작은 변화라도 일으키길 간절히 바라는 마음입니다.정주리 감독님 감사합니다 ,10
백야행 - 하얀 어둠 속을 걷다,밀도 있는 연출이 아쉽다.,6
유령,아까운 내시간 돌려 받고 싶음,1
스마트폰을 떨어뜨렸을 뿐인데,여기 평점은 걸러도 됨 ㅋㅋㅋ,10
고스트 쉽,공포 그자체 무서워 아잉,10
미씽: 사라진 여자,스토리… 아…진짜 정말…마지막 K-영화 특유의 억지 눈물즙…나만 당할 수 없다고 평점 장난 하지마라.인간적으로 6점대가 맞다. 이 영화 최고의 장면은 안마방 형사씬!이런 배우들 캐스팅 해놓고 이게 뭐냐 진짜. ,4
앤트맨과 와스프: 퀀텀매니아,멀티버스 자체가 망하는 스토리임 사람들은 아이언맨처럼 죽고 사라지고 이기고 승리하고 이런거에 희열을 느끼는데 멀티버스는 죽어도 다른데엔 살아있고 이겨도 다른데서는 지기때문에 아무 의미가 없어짐 그래서 스토리의 재미도 없어짐 그냥 마블팬들도 뫼비우스의 띠처럼 아무의미없이 무한반복으로 보는거임,6
라스트 듀얼: 최후의 결투,"같은 사건, 다른 입장, 다른 해석",8
스마트폰을 떨어뜨렸을 뿐인데,여주 왜 교도소 안감? 사람 죽였는데?ㅜㅜ,6
올드 가드,선행을 베풀었다는 건 좀 그렇지만 새로운 탄생과 절대 총량의 수수께끼를 제시한 것은 흥미롭습니다.,8
나는 결백하다,55년도 영화인게 신기할 뿐,8
바빌론,너무 길다...,7
피는 물보다 진하다,피는 물보다 징하다 .... 참  징합니다.,10
스마트폰을 떨어뜨렸을 뿐인데,임시완의 표정연기 압권,10
놉,어려운 내용이었지만 참신했다,10
어느 가족,10점 만점에 10점~,10
영웅본색,최고최고...처음에는 아무생각없이 보다가 끝날때 느끼는바가 생김... 이후에 계속 생각남...다음에 혹시 보게 되면 눈물이 쏟아짐... 나중에는 나도 저렇게의리를 지키며 살아야겠다 결심...,10
서복,"생각보다 무거운 스토리 , 스토리가 공유와 박보검에 묻히는 그런 아쉽지만 괜찮은 영화 ",10
데시벨,"영화를 보고 나서 하루 종일 생각을 하게 하는 영화.단 몇 줄의 글로도 깊은 생각을 하게끔 하는 책, 한 장면으로도 내게 답을 찾는 사유를 하게  하는 영화.좋은 작품이다.",10
스마트폰을 떨어뜨렸을 뿐인데,재미있구만 1점주는 사람들 이해안되네?,10
다음 소희,"누구든 다음 소희가 될 수있다. 꼭 한번쯤은 봐야할, 나와 우리 주변의 이야기 ",10
러빙 빈센트,반 고흐의 그림들이 정말 좋아했는데 예전에 어렸을 때에  아버지께서 갖고 계시던  여러 화가들의 그림책들이 있었는데 그중  반고흐의 작품이 좋아서 한장한장 넘기면서 본 기억들이 난다 ㅎ   이건 에니메이션이 아니라  그림속의 살아있는 하나의 그림들 같네  조금은 지루한 감이 있으니나 정말 대단함   감독과 제작진들이 하나하나 배우들을 페인팅도 하고 CG 까지 하고 하나의 작품을 만들었네배경은 진째 야외 배경인즐 알았는데 페인팅으로 CG 를넣었네 대단하다 진짜...,10
카운트,오랜만에 영화다운 영화~~~,10
앤트맨과 와스프: 퀀텀매니아,그냥 다음을 위한 징검다리라고 생각해야 마음 편하다... 아이맥스로 봤음에도 이 재미라는건...ㅋㅋ,4
마루이 비디오,완전 긴장하면서 봤습니다  무섭기보다는 이야기 따라가다 섬뜩해지는 영화입니다  한국 페이크다큐의 수준을 끌어올린 수작입니다  더 이런 영화 많이 만들어주세요,10
스마트폰을 떨어뜨렸을 뿐인데,"아니 왜 자꾸 1점 주면 알바냐는건데ㅋㅋ 내가 제일 싫어하는 한국영화류가, 쓰레기 시나리오 가지고 유명한 배우에 비싼 카메라랑 대충 그럴듯한 BGM만 깔아놓고는 나도 영화랍시고 내놓는건데, 이딴게 재밌다는 사람들은 진심 영화보는 내내 아무 위화감을 못 느꼈다는건가?ㅋㅋ 아마 평소에 별 생각 없고 지능 낮은 분들이면 재밌게 보실듯!",1
육사오(6/45),이 영화 극장에서 못본게 너무 아쉽다 ㅜㅜ 그래도 재미 있게 잘 봤습니다ㅋㅋㅋ,9
앤트맨과 와스프: 퀀텀매니아,마블은 엔디게임에서 끝났다. ,2
앤트맨과 와스프: 퀀텀매니아,앤트맨~ 앤트맨시리즈중 제일 잼있게 봤습니다!! ㅋ양자영역 최고!!,10
젠틀맨,배우분들이 짱짱한 영화네요.,8
앤트맨과 와스프: 퀀텀매니아,희대의 쓰레기 블랙팬서2 와 평작 앤트맨3....마블의 초창기 같은 느낌?? 개똥쓰레기와 평작을 번갈아 개봉하다 명작 하나가 얻어 걸리는 패턴.,8
붉은 돼지,어른들을 위한 동화. 영상미와 OST의 조화가 너무나도 완벽해서 눈물이 나올 것 같았다. 지브리 작품 중 가장 좋아하는 작품.,10
앤트맨과 와스프: 퀀텀매니아,이걸 어케이겨? 하는 악당을 어려운 세계관으로 떡칠해서 구구절절 설정해놓고 걍 패니까 죽더라ㅋ 로 끝나니까 좀 당황스러움. 그놈의 멀티버스는 마블 영화마다 다 삽입하는데 감당 못하는 히어로한테는 억지로 끼워넣지 말았으면 좋겠음 그냥 유쾌하고 히어로 수준에 맞는 악역데리고 싸워라 좀,6
교섭,믿보황과 현빈의 케미 잘보고 갑니다~,7
아바타: 물의 길,가족들이랑 같이 보기 너무 좋은 영화. CG 도 전혀 어색하지 않고 실제로 나비족이 있을것만 같은 착각이 들어서 뚫어져라 봤습니다.3시간도 전혀 지루하지 않고 3D 효과도 넘 좋았네요. 비싼 티켓값 그 이상의 영화.,10
치히로 상,일상을 일상답게 그려낸 일본다운 영화,8
모노노케 히메,지브리는 무적이고 하야오는 신이다,10
탑건: 매버릭,36년만에 나온 보람이 있네 진짜 지린다 ㄷㄷ,10
서치 2,입 틀어막고 히이이익 23번쯤하면 영화 끝남. 몰입력 진짜 좋고 1편때처럼 연출구성도 참신하고 전체적으로 극호였는데 보는 사람이 적어서 아쉽다 ㅠ 미띤 서스펜스,10
우주 전쟁,기대하고 봤는데 엄청 실망함.외계인이 레이저빔으로 다 쓸어버리는 와중에 주인공은 엉성하게 도망치는데 절때 안쳐맞음.심지어 건물에 들어가 있던 사람들도 다 죽는마당에?우연에 우연을 거듭하는 연출.처음에는 미친듯이 사람들 사냥하던 외계인이 갑자기 주인공이 죽을 위기에 놓이니깐 생포하고 있음그리고 팀로빈스는 도대체 왜 나온건지 모르겠음,4
카운트,재미있게 잘 봤습니다.,9
스마트폰을 떨어뜨렸을 뿐인데,도입부의 몰입감에 비해....,6
앤트맨과 와스프: 퀀텀매니아,빌런 포스 하나도 없음 보다가 잠들었음,2
타이타닉,2023년에 만들었다고해도 믿어지는 영화 배우+음악+스토리 모두 완벽한 영화 ,10
치히로 상,잔잔하지만 깊게 들어오네요,10
맨 인 더 다크 2 ,민소매 입은 노인은 공경해야지 ……. 원빈이 민소매 입은 할아버지 되어서 여자애 구하는 구만! 1편은 그래도 노인이 좀 당할만 했네 했지만 2편은 노인 넘 불쌍 왜케 잘 살고 있는데 도둑들이 자꾸 들어오는거야 ㅋㅋ 파리지옥이야? ,8
스마트폰을 떨어뜨렸을 뿐인데,재밌던데??! 평점 올리려 10점 드립니다 최소 8점은 되어야할듯두 배우 연기도 좋고 마지막 반전포인트 하나가 무릎을 탁 치게함...!! 개연성이 없는 장면이라 생각했는데 알고보니 반전이었음 아 그래서 형사가 못알아봤구나!!,10
어나더 라운드,음주의 장단점. 건강상은 금주가 옳다. 권태의 무서움.,8
서치 2,아~ 서치1 때도 진짜 신선한 연출이라 너무 재밌었는데 서치2도 기대를 저버리지 않네요 오랜만에 영화관에서 돈내고 만족스러운 영화였습니다 ~,10
어느날 갑자기 네번째 이야기 - 죽음의 숲,"개 노잼  개 안 무서움  나머지 3편한테  미안해해라 연기력  ㄱ 폭망(특히 동생역), 스토리 ㅈ망, 그냥 세은역에 여배우 보는 맛에 보고있었는데  칼을  아랫도리에 쑤시는건  누구생각인지?? 거기서 부터 그냥  영화끔 ",1
청춘,감독이 누군지 궁금할정도로 희대의 쓰레기영화. 김기덕 포함 저런사람이 수상도할수 있던건 옛날이 얼마나 썩어있었는지 보여주는 반증.  평점 높은 사람들은 그저 포르노 성범죄 좋아하는 남자들이 대다수임.,2
카운트,생각보다 재미있어요!,10
피는 물보다 진하다,내용은 모르겠고 이완 연기 무엇?,4
러브레터,정말 눈물나는 영화. 너무너무 좋다,10
스마트폰을 떨어뜨렸을 뿐인데,ㅋㅋㅋ재미만 있구만 재미없다는 분들 재밌게 본거 뭐 있나요ㅋㅋㅋ ,10
지존무상 2 - 영패천하,"음, 알란탐의 지존무상1 물론 조았지만, 나는 갠적으로 2탄이 너무 재밌고 좋다~후반에 오천련 죽을때 나오는 OST 유덕화 내생연도 너무 조코~~~",10
교섭,"면세점, 병원 인터뷰 등 중요한 장면이 빠져서 리얼리티가 없습니다.",1
도협,"솔직히 이거 코미디와 액션, 초능력 개웃기고~총질 하는것도 개안음~유덕화 주성치 케미도 조았음",10
트윈,그냥 저냥 볼만 했다 합니다…,10
앤트맨과 와스프: 퀀텀매니아,무난 무난한데 그렇다고 못볼 정도는 아닌데 볼만해요,7
